query,place_name,formatted_address,lat,lon,vibe_class,place_id,photo_reference,types,osm_image_path,dist_to_park,road_density,road_length,traffic_level,time_of_day,sentinel_jpg_path,sentinel_tiff_path,populartimes_peak_avg,avg_temperature
153 Biere Street,The 153 Biere Street | Whitefield,"153/1, Biere Street, Hagadur Main Rd, Whitefield, Bengaluru, Karnataka 560066, India",12.9632892,77.7509629,fun_vibe_here,ChIJmW76IqYNrjsRLzqM4cTcevM,AXQCQNSLLH52jvF9XaXpaojALQlV-CkE-KQj4ypNS-zCDFixVzBVHYJ6M9NyPFkukOdkMFUJvU1YZLdkgESKbJKmWj_tnjD4OvHO9YdNSptylUtNAWSo983HxrvFFpv8vnVUDwq7x_yxWHT9bd0aCq6dzZgdbW-gvHg_5YNumOeW1a_0Xw-aPqNEiu01p8dtKPGpJDvlvAXwQiq1MfuB51Vn7Z8Dze0Q7pNX8fF4As5PQnDs6GnwVrh3qZ3Q6DkoO0mY29rHwLtPIQE5o3Ten7-bQ49j6luGtR8plmemjLSRIjCph2OewZGsUv2zbaFdlqnFClD-E9QVzxhx2KvNIOdMFum1SoeqJQ49mHt9-RXTsxoB9ka4xHzKPJcXNXWbUZFKL74lcESQCawV2RKPQRnuHDdMJYnlAO082c8ZD1ioqMh8a81jOXqz985vsFnIlKTd-08hM3iJUGKJxOJY4svHsdagkeFnIZTANYfHk6eKHi4s3ZJ9hqPCtuNfa5P4KZVzxcXBcp6owmPCb4fiq-WEcbKit6_GGs5IEzyRpsHJTGgXaOpfhCAzfrDk9SFxC3tYEiT4D9C2PvLKCA,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_15.jpg,593.02144,113,5648.9,low,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_15_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_15_sentinel.tif,30.5,28.561202961911437
Levitate Brewery,Levitate Brewery & Kitchen,"No.57, 1st Main Rd, Sarakki Industrial Layout, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.9077054,77.5994805,fun_vibe_here,ChIJ6dNKGNwVrjsR-0nMw7PK6iw,AXQCQNTDepn_kLTwjTM4ddsU63zM451Jr504PB40_8P1Bt7QEVISNtqcipYRFRBcNOM5uKU4_1z7A-AyARsFXkUlyCty9nXmchILPJk8AAtMJQ8xgTyFh1KxNoUEm9-gbN-4meD_4nMA10IPtS4-6VjoOO3rlKJfF4xLJpkVGbt92MY3MPwGWerEWAAgVhpI6ioTfngKsBhAm5Rv8s8Q1A9AiCR1eoP-cPgZs7zCiQQ5W9JbPB2fO0cf6GDUcSp2uB_vDvDkVx3i171bmaw5gHzQKSeK_KP8DkMF91OF9MRXrBpWEOnM_qA,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_16.jpg,22.39722854,219,10961.6,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_16_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_16_sentinel.tif,59.1,28.19494709917294
Lahe Lahe Indiranagar,Lahe Lahe,"2906, 2907, 80 Feet Rd, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India",12.9666174,77.648286,fun_vibe_here,ChIJUUMkjakWrjsR8dQ9bAjT6_8,AXQCQNRAztbzjwJYdL1WDP4Lt-hDvI-EQbetBtuJERM9TkS9WFdlk7VUQd29sx9l0ESEEzK681QBzokF7FTCwZWeW4JoVM9s9gXKPA7Qu2H9EhOuKGUgkJUOmzmZS72JEWZzIzWrPE_xuE2fCS7IwzwBycI7-QrBXR5C-RKD3nmvcFALVuSM60fRr7xE39yRWw-4_wJpRgugh7tofecSkPUuN4MkA5JmjDGnwSR-eApgxR3tL-w45jNg8oXk674KWRQxCNWey-mhUsFKZWAWUrZ36OJPWs_C9CIsyf0y1I7D5wcDoBoY6eKW5npfM7kVIrO2PAYjYOuuUhk0aptomENZ7SLhkwrjVYJXuk-vpl40QBhlU_c1H-itx6CN75Pmf3MjqnzlcDkvK8FcxvNmfNlWKHy8RqpfzKBMCeTzal4XjyR2vtl1PG66D1GZkMZ_axbyKlOVMkEYzsqEBYNDxhwcGNIJOVO7nbc0Kjy-nksSjuNVrcL1X0MUWAFmeYqJZjm0F7M9IrTQDuwhPi3tZR9mtWCHCOQjwYe9YZYeNnyEPkdABZbi8Nhcsd8QOJJkeowtD1CblRLM,"point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_17.jpg,244.8052718,188,9414.7,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_17_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_17_sentinel.tif,72.0,28.19494709917294
XOOX Brewmill,XOOX Brewmill,"8, 20th Main Road Koramanagala Industrial Layout, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.935438,77.6151299,fun_vibe_here,ChIJyflY0l4VrjsRIlJWR9ggHqE,AXQCQNRjzjKRAx25ySY4XeyO2h_Tpp1FphV7QUzSzO17Ur-4trSDGZ2fVqf9QQ0UoO4yBT4ogVCIhPHB_Upjk9DN8i5_G0Yf7IAWID2xRPK9qkODTLyKkdw5YcuaAzJ1LJgipX_u9Vng71u0XCs1WNZ_q13JMq6DcREqMnDQPYgGI83KnjnZR9pm7ezqUZFNZi_pqQ3pRnxfKVG5nNQoQdGEbxAFlEsgcUueXuAFvaFTYlbwQ5oItKJBoUEDfCPo69IkN6OGVLHLhHMY5VKVNYYwcEoaygfSndLBh4RSKO2fwxYQIVXCdr4,"restaurant, night_club, bar, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_18.jpg,269.4721962,126,6299.9,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_18_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_18_sentinel.tif,52.3,28.19494709917294
Watsons Indiranagar,Watson's Indiranagar,"777/I, 2nd Floor, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.967276,77.6412768,fun_vibe_here,ChIJiYNImeMVrjsRYpFnzgV1ORk,AXQCQNR9VYt2Aw5BXhriaFOHHtMFm01i3zaE1xhHAjcX-KNYjbUo47cAN6Deyn3rAk-f_XXEBURARefUdiTcazBPvlMSqbiNuhLn9TpfvsFKAlCVuQZA2gPfze6HN9o7nxIzq6xVWUI5C2BYVDRSQ7P3BIGyXEiSq0FnRta3yWK7JzAlf-7kH_UtRo-C10dPRkJitytyaAs_3lUCkss8ykF57uo7pMw5SZYAHudOPpRzrO4pySHJI5aLUfZLRoQx4giKNPkPWRa_CE13Ny3drj1rogssmuhwtgErxC56HAVwLtMIL4Zga--WX4aH7H4AS9o19lMoIhlQOERItLV38LJEVinMuPllXaanTYo0JLFwGYt8QM4OJDwpUNZUZ7QNIiv8PUbZX732J2R_NhOjTO2bJxPZv2AY6efBFtQV8frqVWtRlrDnfOPlf3zD3h3xDhumoCVv_5xeola6ab5sN8a6yCSpcSEjAd65HRz5kHJD8hcsyk_fU1p25AEefAeWc3oS0KVt_xJ2hP0-4xrKz0Tm42MEVWOqZkVMv9iUDoNXzhwQ2MD1uhiVJgb0ebnNJ_l9D1HVf3fqMNhIFQ,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_19.jpg,251.2781922,232,11605.9,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_19_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_19_sentinel.tif,54.0,28.19494709917294
Biere Club,The Biere Club,"20/2, Vittal Mallya Rd, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",12.9708863,77.5975839,fun_vibe_here,ChIJMYFexnkWrjsRMszkT3qrDa0,AXQCQNRJx3LpImtWynZOP8CVTiJmA8s3WYUo-63cWcsPcDpp6mIhNNUAH5o4AkdMZtamlXhcxylP2kDbRJ8KEU4u_UJTEk_sI4euUpsnWPZSzmNS4zAaNGaLn-AOpEsR_QpGhKX8VaA3KxpDao2LMQFGVukgyBoD6kpR3Rxbwn8ThiINgmP_yxxayJCSjNGeW3rvnam_7q-50LAggEB6KcsUrIWxRq_aK0cvSWVVJphZVuMjkHH3NAjlD1wmaPtWhZxb9tYNTOtJB9djpuNsrLQN9BYc-dMgN3yFZkMD9zK7uao7yUfyQxU,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_20.jpg,120.9989372,71,3555.7,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_20_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_20_sentinel.tif,57.3,28.19494709917294
Communiti MG Road,Communiti,"Brigade Solitare, 67/68, Residency Rd, Bengaluru, Karnataka 560025, India",12.9724207,77.608248,fun_vibe_here,ChIJGfvrpIAWrjsRGGKh9a3WQ2I,AXQCQNTi1N_5flUWMG67I7H-Ts6wQd9H6yHoxC-lvcj9TtoF4ic4uV6T_fNAYuRFkLmQO7WqMHdjdub9LuLoPdAVhNiW_V6MGF19jGG_5AxdWsSsT7dpUCy6Q56FPiBA3WIOw1LSmJxdgJa4kToC4-f_BbCj9psldWs7TolfsNZ9mXkproiBdF3yBSuCbsQcF6SKUFogkp-oJ3HaUcs7GycRcNo09rQNQiZfpz-FYtyhospJk22EYBAERDDB6FxRz57fzD2p5MakEOY_uVXZWcjPC_CD5MGl-dKCw7-YOq0SFePcB7BbCzc,"bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_21.jpg,280.327751,117,5850.5,low,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_21_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_21_sentinel.tif,61.5,28.19494709917294
Doff Pub,Doff Estd. 2011,"Doffpub , 654, 2nd, Navajyothi Complex, 10th A Main Rd, above BIBA, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",12.9773763,77.6407034,fun_vibe_here,ChIJNyq8wKUWrjsRRnrVyj_jLOQ,AXQCQNSfuIwLJIiDqsP84_xumWvwJgZKuI5F7rQP4pz_G145dAfJRz0yyqxwZhGMTYhA9Ih-Yx9O9rlSFvFqhHfGN8ROHqwI2krj27vb4bfU9mJkx-3DdCU8gqr0ZrviierGE1uxFRkzkC7yVxslHa2fOUVk8VPUU_EGOTgCcO9DKgFZesPmBeS7ozu5dLMdbbBObD4B_hsMUN1Gz8lzIZifceJ2-R1YRhfr8J__rdRC74ABKNlCgUqC5ic77prQesRe1MAE6JzQlGiDEa7djjuV_X0xpTk7Z0asn3iZOV7WQLimCFU9wr9g3VDV3repR-Qu25JZxy3K_hWgjbGoLA2rgNZg43MlGmYhivWzhBW5kDeVzqTSGcSAqhsa35dCs6fsGU1Y0v5lvcd9P6Th1wBnmuM-mZv-p8WVi2QhbLEeRXOGudfjRIl4EI7jpN4IKFrz6t1eDVOs7H7zpctZN2nGImMPc2MUAa4uxLI__nAcbshoQr1Z2gARghlDUMeWzTRsJs2-xa1CVt_w9oSqK6Jk644GAuysZVY2pcV1OwJrEDAiBvWMENJdwTWGunXRDuO4eUDlQ5L6Cp9BXw,"night_club, bar, restaurant, store, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_22.jpg,51.76047236,175,8761.9,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_22_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_22_sentinel.tif,30.8,28.19494709917294
Big Pitcher,Big Pitcher Sarjapur Road,"Doddakannelli, 116/9, Ambalipura - Sarjapur Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India",12.9097938,77.6885177,fun_vibe_here,ChIJo9YQrPUTrjsRiBqlGeSMzd8,AXQCQNTDlnnWH3v2ioJp8meka8Oe3o5DqjFE4oQ_iE2LPSAyBmjpGU8NxgxzmcbQQUkzfY-Py7eKmDG_xoOHJe9G8oD4JIIhDR_Dm3LSpQhfR3odGJP3lKa3anmApKTGAypFmZqovX-l5xLhpuUOwDz9NVtAT6QdSuZ1W4CbTvVuuRpNBFBCtxrDryplCT3c7UqseckZiULgaPM2om-Grwh5oajFl2B_HavbP_JEi6cZ2jiuUt4PNamlhkS7LLu_Vo3zeqLjmCp-mJPnw2MG1b7bBl_n336nntGAvL8jwVlqKIbvNrhmisk,"bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_23.jpg,201.084761,78,3914.3,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_23_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_23_sentinel.tif,49.9,28.19494709917294
The Reservoire,The Reservoire Koramangala,"17th Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9334321,77.622219,fun_vibe_here,ChIJH3YpIVsUrjsRJBzG1Im39jc,AXQCQNRhuwhk3I3ISvO5DEPnBRNMELifv6V08a4Du9V0-LlqPB44G98G6wYXsbcclpGBHHKmLzekj3ksMTRbJP6SGANYIpGcCEvmHbAPc2RW9VdxSm-lXxTXL65yT04vzuoBGPcf5Nxd0LZk_qeuO_lGWiCyDZ8umABn0DAjsEmNdLeSqcxdksB-KZekg9R2Mljuj6d2RAYw8souxpppuNLNEjxckzaZTiFCs8JkYJBZgy1w8sXTHEEI44IYfRZ7mruRE-CN5wUtcqDZEum9JHinX_t0PTxtV1-O6M3Kg2AuKTrenspd9Rk,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_24.jpg,95.47602806,151,7559.3,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_24_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_24_sentinel.tif,63.4,28.19494709917294
LOFT38,Loft 38,"Shop No, 763, 100 Feet Rd, next to Xtreme Sports Bar, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560038, India",12.9711176,77.6409109,fun_vibe_here,ChIJ36n9s7MWrjsR1I8y6pFw63Q,AXQCQNTarmUwFegqQcaDHjaVkpjNhLGV9iY6e7zIZCtD9RJ9R-bg_JT7TW09wW1WF3spYOO5xGbMUogrD4RrjfuVmQCFje3p7nSWfXhZn5GumuPtj9KoY9dlz4AhdHgSytPQKu9hZwLuXJpZ0d3Sxu84T7pzCqIBq4jHNRKhLFbru4f5sePmH8GcCk3id9akc6qT8pM2oYkERvhgNcy2dvxF9VZJtjKwV2EePMRtMse1T_udgjeSZd1gfnEtIKvC7Xg88d3a4OAEAG96lJYV2pAajc-0z1UqZ4DvN6lMSVsEaBY3TjNU3oA,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_25.jpg,253.3534274,218,10906.9,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_25_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_25_sentinel.tif,32.1,28.19494709917294
High Ultra Lounge,High Ultra Lounge,"26/1, Rooftop, World Trade Center, Dr Rajkumar Rd, Malleshwaram, Bengaluru, Karnataka 560055, India",13.0122829,77.5561431,fun_vibe_here,ChIJAauS2Io9rjsR1nsLNuuOMw4,AXQCQNQG2ALneTFQfQj8lE--pYJebbEpy9RgzvG8mL3yenDbV43FfABSJmMuRAtfzEQeL-IDHmNY39d6Dw5-WU9pxKcsam3cZ-Gp7tZMWyiUdn1Gys1mmdLRxKS_FTCEVtwKi5FxinJ2l5qZ7mPGzYJXhGnFqqeWcsBjhj10cX1aIRVWFcxnaJVgXa1e_Uo6-tKNK1JLQ-H7_BmM-QuHRt-ORMAzq45sk2dEXoSEfsNsWbQtwhJux0U_Ks70LKmvTdufHdTUuF9HDr-tPETEaVYkjhG2CWSzJBjFkkm9zzc7LqRsi7eAh7k,"night_club, bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_26.jpg,58.70839109,90,4516.4,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_26_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_26_sentinel.tif,79.2,28.19494709917294
Cloudnyn,"CLOUDNYN, Kodihalli","Cluster_konena Agrahara 3 Sterlings Mac Hotels, 134, HAL Old Airport Rd, Murugeshpalya, Nanja Reddy Colony, Kodihalli, Bengaluru, Karnataka 560017, India",12.959485,77.648617,fun_vibe_here,ChIJaY4fDgYUrjsRAHaL8znVoOI,AXQCQNQ9OFGw2QmNI1P40SGZSeYQIimyG_VobS-DD8B_fIJNsxjrS1_k9o5zU3-8Kpp9_DBU32mtUGRGZm8EMvbb1arq2eJcRLae4IoBUTl1MauZff1xxrs5FA1PpBHcZ5i-h0Wi4l0Hm-u6r7K_Q9iBxQcwZ2OxgRR8fpHbLBwv37t0Hjm0kj2zIPgjlQyJJgIK3Og-wlgpxWVTN1IlHvyDwtcekPcXuB5LzNUZEHqDLIf5EuN5yTpG8MZrdxKVh7G6WfORPy2YQSuf53a6zqFVlOqcuuyMTwmsEEzYAtMll_GIoZ6s_SWXU7Vbk8DAtkxdK45fnE2nM2RmO39JWlLFnJAIrRzDvESelm1Pv-KqYbP7UHK0OTsjuUiqi1bSfQtyNB-ppdPnF9ofkeOMJRKN-U93j_EeBnaSxlYHgFs7BXdB_48Kc4_yKuo-L2HbqVkJLmsr6zgrrd3g6IjQoqdcEwF1DX0ha8u2X0Glw17RKKl5zYCwRtfIYvquKJgYBwuFC7eNwSbkiLPDTuHjln68-2gdktnRO_Mhh2ll88-D5Z0Zww9nv1OS-ERXyseetwcR7AlZ2Q,"night_club, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_27.jpg,98.28670853,123,6152.8,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_27_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_27_sentinel.tif,33.3,28.19494709917294
Pebble the Jungle Lounge,PEBBLE The Jungle Lounge,"Gate number 9, Princess Academy, Palace Grounds 3 , Ramana Maharishi Road, Bellary Rd, Bengaluru, Karnataka 560080, India",13.004424,77.5848398,fun_vibe_here,ChIJLxh4XLUXrjsRfmwZH2yjQN0,AXQCQNS2sRhd2r35CC5nEtZ5XT5tgE32vEh_fwKvRKWFw7XROpvhTBO2JSXKGYgncGb-FlZZtvhkfnp5MCpWQJNpXXYe8Mkt9wvt7ijD3ooh3HYc_Vga9w5YlcULcINHJAbgCDKxcVwfCJ1B76CxBoF4auFtk2xXhNkzwPsHWyDDoHxOKF3xPrJ3zw1-BxWhtkGQVdvss7eN1dXHpZGdE1FDA0_CrRzjrJYdlMew50FT_CAXddbyL9Sc4GXxqm2-PJLFHMCReSiYH-ChopDHhv6aR8hTRrhRzBLcp-zr7L4HaVBXxaeV0Gc,"cafe, night_club, bar, restaurant, point_of_interest, food, store, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_28.jpg,293.8036472,79,3951.4,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_28_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_28_sentinel.tif,86.5,28.19494709917294
Gatsby,Gatsby Cocktails & Cuisines,"1st floor, ASR Group, Survey No.2&3, ASR Group, Survey No. 23/1, 1st floor, 1, Bannerghatta Rd, Arekere, Bengaluru, Karnataka 560076, India",12.8857637,77.5963269,fun_vibe_here,ChIJxeZMypgVrjsRx5pHCly_Hco,AXQCQNRDGXUilkOAg5dojPRPRZHL6rg3wfDGk9P7T2Ycg8IOOnN7S734lv0g9-Czf6OCzwPrM7lIJQa9Vmkwhy_-FuahXu7mnmz9PQ-snEs2IJWFywslvEp0xGZvblRysRnaIwTPMOplbZoOhJwJLqca0RrQaPw4cWPiiHLtZZUNOyErWmoKKj_3-hcubSMNiN_7jgQKZ8YQdeSDLFdedyHmwwClZA8_O6NcSszYBQkui-vKdaqaLYWhu5mrIwreSHo71FxmBmsLMj0x5tBOsve2OHIHrnT9ZZgP8vyLsvc7DIYPun1U236KG4DE-xVlmI5PU9rOyGycedQdue4_vyLg60UQ1yQxtO5wR6d2q6Q2dHT4rkLinTK5FSHsT6KcxO8veVwk9_JPMyQDBHIF7bL3rXUpUApmeXPXKNtYGh5Fyw19en3txj4op56EjjWtcFCGStF3N6hcBNbFR635LAggZh59AuoTvCbQUptTizyO19k3M_DWnbznbLIJ23rLlZEeDlGJzUUftM2PafSdejSXCE9ClzezYGWdYMZj-Ey0PgIm15-hdb_uledkO3HGRw_-un6qPFr0,"restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_29.jpg,462.9202317,139,6958.3,low,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_29_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_29_sentinel.tif,51.6,28.19494709917294
Hard Rock Cafe MG Road,Hard Rock Cafe Bengaluru,"40, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",12.9761788,77.6015427,fun_vibe_here,ChIJ3f5vgnsWrjsRhDkIjzW274o,AXQCQNTRSYKAq3EgKZ66HoHy0anf6TBgYRPylm1EDDDUTiRki0WZy2OXmh_gMv9pfe2JqCT7pkZqla89gOYd06HHAv9zUnAlNXEAeU36js1TqiZOFrSeeTKhZCMQSIaEgTFG0QsxnZLbNjBNo5068Y6oNLostSnshlelRcqQvKUFeEKM6RYba8CelG_YpZHudu7Y2U_4yR2Df5SUnZxnHt9YBR-a9OBXWbcX_xy45jOKLfE463h9F1HTVVLjyr-u9lm4nWpJZ_KwnEWxq9smQz00I7tBjbEd89Qlc6FIY-VDueBGmRZnV6bGf-19WwSb6qx_uok0ak_u1T2zHnz37J-zmM88lDFTzwdDL7-RswyPAMOrAvcjPzioIjUFX1YfR9z-234f0C0CsQS9-az8ug2AnnY2TwSUnceOeH3m66f2IWWTkOTqRHXqOynxmIYxVBCbbRguJCzBLjsa8SBhlU_e39IiQu8Z5idxLQ9JBBhYahpp63irgAxVIX1wnYdOfofJZoMiHwvREAA_FpSx0ALdvQ-WXK9yBzDm8qEJn8GD601em4g6RWcJm-yGw7lgMKLBdSqFPqNc,"cafe, bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_30.jpg,88.72246734,60,3012.8,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_30_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_30_sentinel.tif,57.5,28.19494709917294
Monkey Bar,Monkey Bar,"First Floor, The Museum, No.1, Museum Rd, Bengaluru, Karnataka 560001, India",12.9750822,77.6028842,fun_vibe_here,ChIJzWN9rSoUrjsRiR5_FDQyN5k,AXQCQNR_lpYsgljqyn-UlsEnxRRtoIw7tgcXMqzR0WfLGTHa8MjMMCWLVm6Nvkt5FhERKMi4skV9TRzuvs2aFA3WyWc2L1aPXt-fGZx4ekMA-tr8akeUsE6-bLPXCd9CcvNJp_OiE5u7L2hU9TYNp9XkmcDaYKbA2Sx4HvJ0dVMQXe_BALsiVxnZJ3n8QKfIqoiEjmJkJ2ITBn5OXZ1aA1TdmqliPA5Sel-2M2QQf6Ecm59fBq1jPxb6vZxHyU6ScCijN07wj8OLhKVr3-GmyAkIJBoBD864S-lKvfbDoe0EL0frQeC1M3A,"restaurant, bar, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_31.jpg,158.8333862,63,3158.0,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_31_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_31_sentinel.tif,33.2,28.19494709917294
Plan B Church Street,PlanB,"St Thomas Building, No 148 & 149, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",12.9695507,77.6062056,fun_vibe_here,ChIJf9j-qyoUrjsRDfrYFyNGTmk,AXQCQNQee82Y2L3Emr2cho2vRrS8Nf_3Ci5l19Og4_89WNDGu9EhOHNBsB-y7jeVOkq7GCqiSFcn5QwkOUzOe1kDs3jFOwOd5kUP2-63wLnWpjgyg1ytC4CNvc4sxxoEBlLFU33VO3CELJhdHGveTVmzhXdcu2368T1j-xlR2otJ7sfTXbPF-HOiOKqBh1w8srDs_EhOIZrZQeM7A5LYVTKuYOTixeJhCsj8Y8jlLG6ShwSiCAH5eRm9inqGSSb91UtHB39j-3wk5A3Pa3DtQQutw40W__f89XcuGqZ18qqpr6Be1ubErtkFMH8Wo6BPD3-kl7fZbHaSS53GNIYmVxeO2Jr-3Y0FTvPx0ib_WFAoodAYblQRzXQ3JqVdF5hzeVT4pt52x3XT5-J_g6Sx-s9J9xNpqNevijFsd7-82eaQIzZd98Q3DOUNUI0ESW51gFJlrOe8GSJFPiOE8XaLrzDCp2cFE4iTDCnlSbWtBtLG_dX_i6IOJe0phuOlYJHvLBknsArQdFKrM2VxwMT1Uto2czbJheDpHZ-u_SVZ0js7olwkqWGJcrN7XIL0LsnDYqiGyGTULCBE,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_32.jpg,309.4368884,145,7262.7,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_32_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_32_sentinel.tif,61.9,28.19494709917294
Prost Brewpub,Prost,"besides Quadro living, Plot # 1026, Cable Bridge Rd, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033, India",17.429552,78.4028952,fun_vibe_here,ChIJPU_G2E6RyzsRs95LdTHxZek,AXQCQNRvnxIgro_hVNNiBU4ZXFinhG6WAqBVz7v-mtE7Jb2RX-Oewor3EUwKr6tA-bWaY-bu63CkPKMA9eOGk2ymISuhPn5jAlaN8uVXVxeoAYCeWFt1KgrdcEPbr-XnHLfDHQN9Nj4tQwGAa-y8qfSabt8U5P3aG8N173lD-f_AqwZlIETCiGBGGFrIojlj7aVvLjeOTSf-kQ_w17fNZhCfKfsURWc9MufGFowq7Ah_ESChQWweRNouUytdlIf8fDHDkB9g2SH02wS0g-ihDjobWumt34_x8kFEs2DBMEkC91ueaKcoqMP2ILgkjILtd2m_RzkLUvQwbM9p3rGHUvHTF_yfy6QVtPMlen5i8VyCFbEzvHJo76yDryjJ_ZgkFwOqjNl7UIeDu1_jE4m_kuRLj64z_yIHj_gD7d551MyRCWYnTK25dlLupRyn1RfU23lOASrBJDQ-djjRVzq3QLSw2Q7MpBLl0CBBC2OhL2vecIYP30YzqLEomymKr-CZcZZPdZgSY5j2m6s5pV-pQnywX58l0NWkh6U9BSJrWQRve4aYz_Q7XAUe4ihspmT6Fvv47KJOzA,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_33.jpg,485223.2286,0,15.3,low,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_33_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_33_sentinel.tif,28.3,31.505884765296855
